,id,uri,brand,color,country,width,height
1054,2d611d303d47b13800aa736fc31e541b,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/c0/c0577999.jpg,206 Collective,Tan,US,2312,1964
1055,7d276d6ef8e5478a8a436806aea5123f,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/7d/7dddcff5.jpg,Ravenna Home,Blue,US,2560,2560
1056,25b117b300eeec491c770fc1148a0067,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/c2/c2a3d4d5.jpg,Movian,Grey,GB,1000,1000
1057,d05cb676378d33cb2f9b49751613b540,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/57/57f1e2c9.jpg,Flavia,Blue,IN,1578,2560
1058,557d275b545b0c885a04743ce568129f,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/90/90fe73ca.jpg,Flavia,Black,IN,1956,2560
1059,b96c2da6d618754165460856a47e8b25,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/5a/5a801fb5.jpg,Ravenna Home,Brown,US,2560,2560
1060,4ce2f441a118938c4e692fa29fcd0ab8,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/72/72ed2b23.jpg,find.,Black,AE,1154,1500
1061,155aa380e82bbe5f885a103c2dba05dd,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a9/a92bfdaf.jpg,Belini,Turquoise,IN,2000,2000
1062,2536cebe0945a911fa6da2e8b49bfa45,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/0a/0ac99ef2.jpg,find.,Beige,CA,1524,1051
1063,f505f82c243718454ff5189c9b83edd2,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/60/60f93a57.jpg,find.,Pink,CA,1530,488
1064,8cc957ed78375ddbbea638b5e6d8892b,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/bc/bcfff597.jpg,Movian,White,GB,1600,1200
1065,aa0fd5de77e1896dcfe18fd175645790,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/ce/ce013242.jpg,Stone & Beam,Black,US,2560,2560
1066,b8f9a645e5ce457ef6a4cb261dce5bf4,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/b8/b8445cf4.jpg,The Fix,Black,US,1848,643
1067,f572982dd0a9d03a30bcedf81c5b74a7,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/f4/f4d9b756.jpg,Rivet,Navy,US,2115,2560
1068,cceef37cd7d9294e222019e22a74de8a,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a1/a1231884.jpg,find.,Brown,SA,1969,2560
1069,36f7dff89cafce395adb9fb33e089591,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/98/98704e2c.jpg,Movian,White,GB,2160,2160
1070,378e90e5d3b1614d1a2fa9064280463e,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/5c/5c88be29.jpg,Eono,Black,GB,1500,1500
1071,526511c4d57707079130d7fc2371043a,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/64/64460354.jpg,Stone & Beam,Navy,US,2560,1316
1072,5ae31d8565012e7c2e708fef2bcf3b1f,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/27/2767fe48.jpg,Eono,Pink,GB,500,500
1073,9253206f864ed68e312eb3647a2eeeb5,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/13/13c90396.jpg,Ravenna Home,Black,US,1781,2560
1074,b8d98d336e9cff829607b199f19707ad,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/fe/fe8a5c92.jpg,Rivet,Blue,US,2560,2560
1075,33a73e082836a39868ebc1028ca70766,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/2a/2ab7979d.jpg,Stone & Beam,Beige,US,2560,2560
1076,c88c988f003affcdf027090f5860d395,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/f2/f2adc172.jpg,Rivet,Black,US,2560,2560
1077,526ed544b99b5f5cdfb69295bbc6b926,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/0c/0c94a66e.jpg,Franklin Tailored,Blue,CA,1451,517
1078,047fe99832ed6741e8aa1358ab05daa8,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/b9/b99ec062.jpg,Stone & Beam,Black,IN,2560,2560
1079,322c52b0a20ab8a0eb84b1984fce8c39,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a1/a1231884.jpg,find.,Brown,AE,1969,2560
1080,48d9e82247e1c8efa6196b67ed07ddf8,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/49/49e54f09.jpg,find.,Black,GB,1969,2560
1081,af03d67e36d357e48e01f71e7662e31d,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/0e/0e086e3c.jpg,Ravenna Home,Black,US,2560,2340
1082,4a86b1d06b50d6335c03ff4b7c78d4ba,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/34/3463e6ee.jpg,Stone & Beam,Beige,US,2560,2560
1083,f5949d8d687e54125495b84cae06d95b,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/79/795c844c.jpg,Flavia,Grey,IN,2000,2000
1084,bde33eecccae8cf2957ff32e2832ac9c,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/91/91575c1a.jpg,Lara + Lillian,Tan,CA,1175,2182
1085,4bccaff1a21b96efd36113f03f88e67f,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/3f/3f78e77c.jpg,Rivet,Black,US,2560,1853
1086,3e584066f37d228c21bc82620573e2df,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/33/33519338.jpg,Mama Bear,Blue,IN,2560,1399
1087,25e51ebcdf95acf75f31aea8a674a617,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/70/70db5ccb.jpg,Centrino,Tan,IN,2000,2000
1088,78fbe66db8cbd92d13342e99d1fc249e,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/05/05f26e1f.jpg,Stone & Beam,Pink,US,2553,2560
1089,94955969228411d868d0ee38a83aedae,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/ba/ba6d2b85.jpg,find.,Black,CA,1522,516
1090,cf5af6a153a5e9bfa18811f171dfe48a,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/06/06021c55.jpg,Stone & Beam,Linen,US,2560,1461
1091,9e71de1d8257380a97e7cba9dca8b4c0,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/90/909231e8.jpg,find.,Green,US,2560,1128
1092,b9bbccb3a93c84976c31211aebacf11f,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/31/31d59fbb.jpg,Ravenna Home,Beige,US,2560,2560
1093,2452e3445d284728db5af33a601e5866,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/23/23f722ac.jpg,Klepe,Navy,IN,2000,2000
1094,6788f636bd24ef0bd467c7482a519102,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/49/49e54f09.jpg,find.,Black,CA,1969,2560
1095,9095fa14e94e1a85715065955cf03e82,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/61/61cc5e11.jpg,find.,Red,GB,1500,706
1096,5d0e3af127b52c5275eb8a04c1b22bb1,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/06/06fe53a6.jpg,Stone & Beam,Brown,US,2560,2560
1097,f1a730a3802948c979ff21feb53d4b42,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/60/60689f68.jpg,Stone & Beam,Grey,US,1000,1000
1098,f328f5f07c06d7339d084295518008b8,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/01/01160e3f.jpg,Stone & Beam,Beige,US,2560,2560
1099,ab5de34631582dccc00b904b1ef1fa27,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/e0/e05f7db5.jpg,Fusefit,Navy,IN,2000,2000
1100,f5f9ebd7824a7492dcdaa88bdc14d42d,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/69/6926be31.jpg,Obsidian Sunglasses,Black,US,1823,1067
1101,5c757711864d66c06bbb7b718711ccb5,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/9a/9ad2ed7a.jpg,Stone & Beam,Beige,GB,2560,2560
1102,f5aa07b1ab22eef806acc808058afaf9,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/f9/f957b01c.jpg,Rivet,Pink,US,1500,1500
1103,32157b9ed8b36fe472abb17950c9c224,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/df/df1555b3.jpg,Alkove,Grey,GB,2560,1667
1104,26adf6e80003f5e6207b64f3f8a0d747,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/79/7955221a.jpg,Stanton,Tan,IN,2000,2000
1105,4245458836b67d54cffc1a8a086ff157,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/7a/7a542a9f.jpg,Ravenna Home,Beige,US,2560,2340
1106,2807157ee5f2862536baa4de172d9de5,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/0e/0eaddd3d.jpg,Rivet,Ivory,US,2560,2560
1107,eb25f0cae040b832e26eac82a3b9a00a,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/2e/2ea96af7.jpg,Ravenna Home,Beige,US,2560,2560
1108,f763b4c52389f331c42ec90f667ed0d3,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/8e/8e1752bc.jpg,Rivet,Grey,US,2560,2560
1109,affeaea9d5baff076ec38ba89f1d1a75,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/78/78bfe767.jpg,Ravenna Home,Black,US,2560,2472
1110,0f711577bd105bb03ca0b99ca646bebc,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/9e/9e153bb0.jpg,Rivet,Gold,US,2560,2560
1111,9d10d14852a796d7a2c36218a86ae696,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/85/85ba0ce0.jpg,Rivet,Black,US,2560,2560
1112,851fd46c8e058985a529c16bfab89b12,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/13/13f798cf.jpg,Ravenna Home,Blue,US,2560,2560
1113,80c78ba122ef46329af97e8525077c07,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/20/20bd30c9.jpg,Rivet,Black,US,2560,1727
1114,e47e9c863c9f36d3fc55dff2a9b62c50,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/5b/5bfe606b.jpg,UMI,Red,GB,1500,1500
1115,397924d3e5856900a4b62fbc6c59cc7c,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a9/a990016f.jpg,Red Wagon,Pink,CA,1698,2386
1116,2beacb5904d59b3d5d7dd34c5b30032c,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/79/793983a5.jpg,UMI,Blue,GB,1000,1000
1117,5952623d0b3ac2e6fe634a35fa284267,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/57/57321312.jpg,Rivet,White,US,2560,2560
1118,c00bb27e4074f119628c6117890c8148,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/bd/bd8c537d.jpg,Rivet,Green,US,2560,2560
1119,435c3f72febcd4d38a6bee140564ad6c,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/0d/0d0feff1.jpg,Stone & Beam,Beige,US,2560,2560
1120,edff8614db3700cdfa7b03546216fec0,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/8f/8f9e947e.jpg,Rivet,Beige,US,2560,2560
1121,15fba1afd4fac72692537fe0c4effc4a,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/90/90855f93.jpg,Franklin Tailored,Red,CA,1491,473
1122,81005ebde7ebed54656d1c9245b150da,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/59/59251d3e.jpg,Movian,Brown,GB,225,2560
1123,fb3c2c10c2465550bcf552c44f13c9a2,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/ed/ed2dc01f.jpg,Stone & Beam,Brown,US,2560,2560
1124,dcd3feb872f597150fe697c0d5f9a566,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/6c/6c49417c.jpg,Rivet,Silver,US,2560,862
1125,2783bfdb488fcde6b9def9c0ad810bf2,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/0c/0c8bd292.jpg,,Purple,DE,2555,2555
1126,a933a397a0a636a32be52d1ce6e118c8,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a6/a63d300a.jpg,Rivet,Navy,US,2560,2560
1127,72057d3562fa4e984049e88e06583bc2,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/1d/1d3bfcde.jpg,,Blue,DE,2000,2000
1128,33ea432d0c80d82c4e61785bc982da2e,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/22/2293b089.jpg,Stone & Beam,Chocolate,US,2560,1224
1129,cd0bc6585354ccae277ee5893b0089d3,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a7/a7796232.jpg,Sixth & Love,Black,CA,1297,1559
1130,21529a63f444d8080cf2df86a0239e9a,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/e2/e20b60ee.jpg,Stone & Beam,Blue,US,2560,2560
1131,bcb66884ea886012ac32e4e308a0710c,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/0a/0a8ac2cf.jpg,Stone & Beam,Black,US,2560,2560
1132,858511a72eb49ae2a9cb924eb59f1f2c,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/48/4810039e.jpg,JC Home,White,US,2558,2558
1133,6409d7a840996c5d674092b9fda10fb8,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/23/23bde87c.jpg,find.,Gold,CA,1969,2560
1134,837e26f01591644456e791df8764737a,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/76/7652e0b6.jpg,,Green,DE,2560,2560
1135,194b472dd83f631b2d6f7c22fa9e3d7d,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/b3/b31914c1.jpg,find.,Black,GB,1964,2560
1136,46d389719635a7317be2e5a40993eab9,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/4d/4d367bec.jpg,Fusefit,Black,IN,2000,2000
1137,a0ec19e67d983a60696f12becb148615,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/d7/d7b06227.jpg,Ravenna Home,Silver,US,1000,1000
1138,8f95423b6e4e39bbeb38f3acdc5e25a6,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/34/3473af3f.jpg,find.,Black,CA,1969,2560
1139,4c3951dd5bb4f6387c3f55e9c07ac726,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/ef/ef77791f.jpg,find.,Black,CA,1962,2560
1140,9d6112444b0867777d8dc2f28c4af60b,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/f2/f2df0fc4.jpg,Bourge,Red,IN,2000,2000
1141,12037a01c14c94a709464a588ef33707,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/0d/0d16eb81.jpg,Stone & Beam,Black,US,2560,2560
1142,b401ec7c5f0e01965a80b62c49087df0,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/81/8164d9d6.jpg,Sixth & Love,Black,CA,1355,1387
1143,891454240594dcd00fd7ff4ffd496783,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/5b/5b300b03.jpg,Klepe,Grey,IN,2000,2000
1144,8c49103467c1434985cac851a8b672fd,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/57/57f974cb.jpg,Rivet,Black,US,2560,2556
1145,4a4c864d979512858523876773f58d9c,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/fc/fc37b0da.jpg,Klepe,Red,IN,2000,2000
1146,29911269f09978d02b18628643729a6c,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/fa/faaf331f.jpg,Flavia,Grey,IN,2560,1335
1147,c5363e7df38dc1c5d8e5b77b31a8e543,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/40/408b7cdf.jpg,Flavia,White,IN,2377,1343
1148,595daf54d9187b0d3e04f7d6c40ff598,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/59/59fd90da.jpg,Goodthreads,Navy,AE,2560,2350
1149,a33a17f240c410f55dbdbea7f687dc08,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/21/2183e550.jpg,Flavia,Brown,IN,1460,2560
1150,ad4a2cf67db3635e0bd262ae037d6472,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/e0/e0c23e2b.jpg,Flavia,Beige,IN,2340,1419
1151,6b603edc807794463138143fca90bfe2,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/86/86bd419e.jpg,Flavia,Green,IN,2560,1493
1152,1618ae913dc241fe2ee84f386e0c618f,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/95/95e8539a.jpg,Flavia,Yellow,IN,1590,2560
1153,5ef7483948f6b163b74a47caeebd7d16,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/42/42b35909.jpg,Centrino,Brown,IN,2000,2000
1154,7a160ab9317c7dc426871dad7e5238de,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/59/594a52d9.jpg,find.,Orange,AU,1526,891
1155,a99389c090617a99f6cb1a17e320df7b,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/49/49df2a55.jpg,Alkove,Grey,GB,2560,1558
1156,3af2b4c094b8077084699730f166c8de,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/cc/cce36bb0.jpg,Flavia,Tan,IN,2118,866
1157,439674b1b4bc2f148738dc2a1204ac0c,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/90/909231e8.jpg,find.,Green,US,2560,1128
1158,edc57f8cc75b6d6cc5ab1679b3040b34,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/f6/f65bd851.jpg,find.,Tan,AU,1500,1153
1159,fd14024710e34dcd48330ad5c1fe9123,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/4a/4a6f68e8.jpg,Franklin Tailored,Grey,CA,720,2061
1160,40598c2c719e3a2c125bf9f941368159,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/4c/4c0cdf9b.jpg,Flavia,Grey,IN,2043,1056
1161,26a69962e0563e9b51af80a62fda1a60,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/9c/9cc96527.jpg,Movian,Grey,GB,2560,1920
1162,29cb66bee81f702c9178bd154840a83d,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/94/94a1e113.jpg,Stone & Beam,Brown,US,2560,2560
1163,24020ff7fbe1e6febef8a2601a336245,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/5a/5a456838.jpg,Sixth & Love,Black,CA,1342,1358
1164,32552fc72f1bdf36790260c5ff84c95a,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a6/a6b2d7f8.jpg,Flavia,Yellow,IN,2000,2000
1165,f3d35cb050db3b2357cca88c5bc77fab,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/c1/c1f3fed8.jpg,Stone & Beam,Blue,US,1500,1500
1166,ed8c10b690299e4ea18793f434523785,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/ec/ece5b1d2.jpg,find.,Yellow,CA,1969,2560
1167,6bd314ec515a34c0289b41faf10b82c5,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/b1/b16d86c2.jpg,CARE OF by PUMA,White,US,1970,2560
1168,deb5a139ae22a1fb4d4a9583b61352cc,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/66/6649b70d.jpg,The Fix,Lavender,US,2070,2091
1169,34fe310fa5f1ad70a5c5be9af3d5c1d6,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/0c/0cb0f3ea.jpg,,White,DE,1500,1140
1170,48d80ab07cefcc4a4b0880f02ab5eb86,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/91/918aaa6c.jpg,Rivet,Brown,US,2560,1986
1171,0004f3500e59380c92d0691d8e1d36fe,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/e8/e89df9f0.jpg,Centrino,Black,IN,2000,2000
1172,5db97d1ade44a34ca1aa2e96835c50ee,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/0d/0d23c859.jpg,Rivet,Linen,GB,500,500
1173,9f25fad810c28a79a297fbc56cb3fb8d,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/24/24ece65e.jpg,CARE OF by PUMA,Grey,US,1970,2560
1174,1b282da99e5cf0e509e6d09e43a19452,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/5d/5d508ddc.jpg,Nia & Nicole,Blue,IN,2000,2000
1175,0034b4aa13cde3aa92c0d2947e5dca5e,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/45/459520c7.jpg,206 Collective,Navy,AU,2050,2560
1176,6002c52d7502920649aa87bc3af80ee5,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a4/a41497f1.jpg,TABITORA,Yellow,CA,2000,2000
1177,7a171a5c43f6876e6120f058f665875a,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/c9/c906dc79.jpg,Stone & Beam,Black,CA,2560,2560
1178,7273f74ce66a2bfae39f7d10ed6a34d0,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/dc/dc39c149.jpg,find.,Black,CA,1518,555
1179,511c5f62b6d6b17500878c39d99a81ee,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/ef/efd9eeab.jpg,Stone & Beam,White,US,2559,2560
1180,13c09de0a280b0455e81d9ba7667fb0e,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/ca/ca2d2dcb.jpg,find.,Black,CA,1969,2560
1181,1ca2a5e691cc9939ede4f4f4eee8ff4a,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/e2/e24c4e2c.jpg,,White,DE,1000,1000
1182,c2a78ab968dc1bbeae8af060268ab075,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/c3/c3f84a4d.jpg,Flavia,Blue,IN,2560,1567
1183,9ae16cfc15583aa27bfa4f0ab6b7535e,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/8c/8cd63c79.jpg,Stone & Beam,Beige,US,2560,2560
1184,df97e09aaaf942dcf20f24a7da6364b2,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/82/821b4a4a.jpg,CARE OF by PUMA,Beige,CA,1970,2560
1185,6cf470fcb808f8d99fd3f75b3496c6c6,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/d7/d77a3a50.jpg,Rivet,Gold,US,2560,2560
1186,77c0ad2da9404b196806ad45ebc88ce0,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/5c/5cb0bb4b.jpg,Bourge,Tan,IN,2000,2000
1187,eb4146144d14ce289d01f4d0dc6ade3b,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/86/86cd1770.jpg,Rivet,Gold,US,2560,2560
1188,e3690494c800fbbfcf63d52614774236,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/f9/f9833864.jpg,find.,Grey,CA,2560,2336
1189,5d0309b9639504c8bb63f099d88ce238,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/61/61f8ad3d.jpg,Movian,Grey,GB,1000,1000
1190,aa94a41616df45db4a4c2ec6efe0c48d,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/4d/4dcb839d.jpg,find.,Green,CA,1519,933
1191,25427935fea97e075b734afd7b3e1ce9,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/81/81a5da7d.jpg,Rivet,Black,US,2560,2560
1192,67c145d267f06540ba8b9da7a6f626fb,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/e2/e2cb5d29.jpg,find.,Black,US,2560,1296
1193,02ee4d0ae87d6a55ad96d4996f2e4309,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/0d/0de12800.jpg,Rivet,Black,US,2560,868
1194,bc00ca6ba10b5cc23a0eb21715fc8f1d,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/65/65e2e9cf.jpg,find.,Black,CA,1530,979
1195,c2b0f3e8ee888f648f30a7f62ed4a23f,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/6b/6b98edab.jpg,find.,Black,CA,1969,2560
1196,b9b09be0bf0b25a3687cfdb27bb17541,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/2d/2d54094e.jpg,find.,Black,US,1995,2560
